566,0.28719,0.36784,1.9413,0.26711,0.46859,1.8802,0.24847,0.57747,1.8193,0.27175,0.49809,1.994,0.28395,0.67495,1.9819,0.32354,0.81841,1.9903,0.26248,0.43909,1.7665,0.28428,0.5917,1.5789,0.34711,0.73167,1.5069,0.23428,0.70529,1.8317,0.26143,0.93986,1.8167,0.27998,1.1669,1.7925,0.22288,0.66471,1.6788,0.24438,0.89365,1.6015,0.24364,1.121,1.5746,0.70259,0.42973,1.6962,0.70756,0.53357,1.6524,0.71208,0.64025,1.6094,0.72201,0.51291,1.5432,0.7072,0.64913,1.4408,0.6502,0.77035,1.4081,0.69311,0.55424,1.7615,0.68647,0.6994,1.7955,0.63874,0.81712,1.739,0.72633,0.73401,1.4957,0.69901,0.95772,1.5422,0.69985,1.1696,1.5384,0.70716,0.76044,1.6378,0.68189,0.97059,1.7246,0.65765,1.1727,1.8079
567,0.29829,0.37228,1.9818,0.27597,0.4713,1.9077,0.25447,0.57711,1.8387,0.27355,0.50311,2.0216,0.27988,0.68344,2.0006,0.31227,0.83113,2.0149,0.27839,0.4395,1.7938,0.31846,0.579,1.5927,0.40198,0.70305,1.5386,0.2321,0.70354,1.8435,0.27348,0.89952,1.7133,0.30949,1.0887,1.5832,0.22883,0.66615,1.685,0.26737,0.88965,1.5989,0.267,1.1181,1.5854,0.6962,0.4297,1.7191,0.70482,0.53223,1.6713,0.7129,0.63754,1.6237,0.71974,0.50858,1.5638,0.7105,0.64709,1.4547,0.64966,0.76428,1.4259,0.6899,0.55588,1.7788,0.67921,0.6895,1.8314,0.61602,0.79669,1.7845,0.73088,0.72769,1.5062,0.70315,0.94865,1.5309,0.69003,1.1595,1.5303,0.71123,0.75833,1.6465,0.68571,0.97001,1.7265,0.66122,1.1736,1.8033
568,0.30833,0.37482,2.0033,0.28414,0.47112,1.9255,0.26023,0.5747,1.8516,0.27874,0.50469,2.0392,0.28104,0.68655,2.0112,0.3092,0.83666,2.0258,0.28954,0.43755,1.8117,0.34497,0.57023,1.6146,0.44304,0.67982,1.5821,0.23314,0.70014,1.8517,0.27932,0.87579,1.6605,0.32183,1.045,1.4741,0.23699,0.65834,1.6982,0.25136,0.888,1.6818,0.24647,1.1156,1.7007,0.68949,0.43284,1.7408,0.70195,0.53385,1.69,0.71388,0.63768,1.6387,0.71835,0.50735,1.585,0.7161,0.64812,1.4636,0.65334,0.76127,1.4389,0.68556,0.56036,1.795,0.66362,0.68433,1.8432,0.58366,0.76873,1.8025,0.73661,0.72432,1.519,0.7114,0.94441,1.5264,0.69394,1.1552,1.5214,0.7151,0.75884,1.6562,0.68678,0.97176,1.7245,0.65956,1.1765,1.7902
569,0.31535,0.38031,2.0113,0.28993,0.47443,1.9327,0.26455,0.57653,1.8557,0.28139,0.50844,2.046,0.27999,0.69107,2.0153,0.30414,0.84281,2.0317,0.29846,0.44042,1.8193,0.35525,0.55285,1.6473,0.45678,0.65707,1.6221,0.23377,0.70083,1.8526,0.25696,0.90558,1.7206,0.27831,1.1026,1.5925,0.24332,0.6574,1.702,0.27638,0.88017,1.6373,0.29882,1.0978,1.5925,0.68254,0.43422,1.7621,0.6987,0.53411,1.7102,0.71442,0.63675,1.6577,0.71703,0.5056,1.6077,0.72487,0.64501,1.4771,0.66617,0.7613,1.4464,0.68036,0.56262,1.8127,0.66603,0.67868,1.8557,0.57545,0.72724,1.7972,0.74218,0.72081,1.5382,0.71457,0.93911,1.5243,0.69141,1.1486,1.5049,0.71704,0.75909,1.661,0.70075,0.9701,1.7496,0.68714,1.1789,1.7825
570,0.32108,0.38323,2.016,0.29398,0.47533,1.9375,0.26753,0.57616,1.8579,0.28067,0.50827,2.0498,0.27417,0.69117,2.0196,0.2925,0.8442,2.0405,0.3073,0.44238,1.8251,0.36539,0.54835,1.6742,0.46733,0.65223,1.6522,0.23245,0.69852,1.8517,0.24066,0.91814,1.7524,0.24808,1.1294,1.6563,0.24906,0.65596,1.7036,0.28925,0.87619,1.6148,0.32321,1.0896,1.5381,0.67687,0.43763,1.7786,0.69599,0.53608,1.7251,0.71522,0.63738,1.6713,0.71778,0.50531,1.6271,0.73494,0.63558,1.4949,0.6894,0.7597,1.4487,0.6742,0.56686,1.823,0.6589,0.67135,1.8573,0.56302,0.69994,1.7892,0.74496,0.71906,1.5478,0.72401,0.93846,1.5456,0.71243,1.1497,1.5359,0.71913,0.75815,1.6746,0.70711,0.97145,1.7559,0.7003,1.1823,1.7724
571,0.32708,0.38566,2.0227,0.29757,0.47436,1.9402,0.26914,0.57232,1.8556,0.27729,0.50523,2.0491,0.26166,0.68687,2.0165,0.26986,0.84097,2.0399,0.31785,0.44349,1.8312,0.37484,0.54836,1.6921,0.47505,0.6524,1.653,0.22749,0.69045,1.8421,0.24309,0.91706,1.7632,0.25786,1.135,1.687,0.25361,0.65034,1.699,0.30227,0.86899,1.6066,0.34673,1.0801,1.522,0.66885,0.43859,1.7935,0.69152,0.53586,1.7404,0.71476,0.6359,1.6878,0.71749,0.50312,1.6484,0.75012,0.62904,1.5134,0.72117,0.76138,1.455,0.66555,0.56859,1.8324,0.64207,0.66326,1.8409,0.54732,0.68546,1.7531,0.7501,0.71772,1.5583,0.73087,0.93749,1.5594,0.72508,1.1495,1.5545,0.7205,0.75702,1.6918,0.69508,0.97131,1.7319,0.67302,1.1802,1.7395
572,0.33335,0.39177,2.0073,0.30151,0.47769,1.9293,0.2707,0.57443,1.8447,0.28143,0.50872,2.039,0.26258,0.69009,2.0055,0.26848,0.84485,2.028,0.32158,0.44666,1.8195,0.38157,0.54446,1.6906,0.48141,0.64763,1.6425,0.22501,0.68641,1.8374,0.25544,0.90984,1.7455,0.26283,1.1336,1.7074,0.25283,0.65101,1.688,0.31389,0.86619,1.6033,0.37143,1.0735,1.5241,0.6614,0.44063,1.8002,0.68764,0.53647,1.7482,0.71471,0.63506,1.6967,0.71581,0.50185,1.6602,0.76289,0.61747,1.535,0.75319,0.7539,1.4694,0.65948,0.5711,1.8361,0.63184,0.68426,1.8239,0.53958,0.67064,1.7315,0.7557,0.71411,1.5775,0.73377,0.93311,1.5644,0.73087,1.1456,1.562,0.72309,0.75612,1.701,0.68697,0.96942,1.726,0.65343,1.176,1.7345
573,0.34117,0.38872,2,0.30653,0.47369,1.92,0.27264,0.56888,1.8363,0.28544,0.50322,2.0302,0.26086,0.68355,1.9985,0.26188,0.83849,2.0227,0.32763,0.44415,1.8098,0.38074,0.54387,1.6677,0.49221,0.61776,1.6256,0.22554,0.68944,1.8294,0.26686,0.90876,1.726,0.27055,1.1355,1.707,0.25244,0.64483,1.6803,0.32212,0.85613,1.596,0.38854,1.0595,1.5161,0.65342,0.44728,1.8028,0.68311,0.54106,1.7512,0.71384,0.63795,1.7007,0.71307,0.50436,1.6675,0.77152,0.60973,1.5528,0.78288,0.74681,1.4918,0.65316,0.57777,1.8349,0.64974,0.71248,1.8401,0.5625,0.6669,1.7533,0.76191,0.71239,1.5903,0.73011,0.928,1.5613,0.70863,1.1363,1.5384,0.72484,0.75876,1.704,0.68219,0.97104,1.7238,0.64176,1.1759,1.735
574,0.34884,0.38616,1.9764,0.31281,0.47042,1.8956,0.27776,0.56567,1.8137,0.2862,0.49404,2.0035,0.25424,0.67273,1.9808,0.24674,0.82598,2.0161,0.33941,0.4468,1.7877,0.37929,0.55559,1.6334,0.48927,0.63896,1.6442,0.22433,0.68238,1.8234,0.27253,0.89977,1.7174,0.27438,1.1279,1.7079,0.26006,0.64551,1.6611,0.33145,0.85711,1.5806,0.3998,1.0607,1.5037,0.64637,0.44843,1.7986,0.67895,0.54174,1.7507,0.71237,0.63791,1.7039,0.7116,0.50412,1.6721,0.77749,0.60518,1.5674,0.79988,0.74311,1.5132,0.6463,0.57936,1.8293,0.63478,0.67741,1.9074,0.57009,0.65148,1.7656,0.76601,0.71025,1.6031,0.72829,0.92262,1.5559,0.69657,1.1273,1.513,0.72437,0.75863,1.708,0.68049,0.97131,1.7161,0.63859,1.1762,1.72
575,0.35424,0.38259,1.9595,0.31785,0.46721,1.8776,0.28254,0.56269,1.7966,0.28783,0.48739,1.9838,0.25197,0.66519,1.9662,0.23968,0.81737,2.008,0.34786,0.44703,1.7715,0.38241,0.56621,1.6148,0.48862,0.65819,1.6508,0.225,0.67587,1.8018,0.27706,0.89472,1.7081,0.27798,1.1236,1.7034,0.26387,0.64584,1.6516,0.35005,0.84658,1.5712,0.38423,1.0632,1.5328,0.64237,0.44926,1.7961,0.67607,0.54197,1.7499,0.71082,0.63772,1.7046,0.7105,0.5037,1.6749,0.7809,0.60265,1.5796,0.80676,0.7415,1.5266,0.64163,0.58024,1.8248,0.6273,0.65987,1.9411,0.57173,0.65063,1.7669,0.76753,0.70883,1.609,0.72693,0.91992,1.555,0.69017,1.1231,1.5043,0.72302,0.75848,1.708,0.67994,0.9718,1.7064,0.63865,1.1771,1.7028
576,0.35831,0.38,1.9452,0.32154,0.46407,1.8624,0.28567,0.55906,1.781,0.28945,0.48233,1.9672,0.25048,0.65917,1.9509,0.23465,0.81069,1.995,0.35363,0.44581,1.7576,0.3841,0.56523,1.588,0.49232,0.64723,1.6428,0.22745,0.6711,1.7847,0.2779,0.8929,1.7021,0.27836,1.1222,1.6997,0.26874,0.64515,1.6414,0.36229,0.84045,1.561,0.37938,1.0636,1.5417,0.63772,0.45203,1.7894,0.67314,0.54373,1.7468,0.70904,0.6394,1.7046,0.70765,0.50577,1.6714,0.78294,0.60026,1.5869,0.80945,0.74019,1.5361,0.63863,0.58169,1.8222,0.61623,0.65431,1.8656,0.5362,0.64348,1.7356,0.76722,0.71043,1.6124,0.72588,0.92071,1.5518,0.68727,1.123,1.4943,0.72235,0.75988,1.7115,0.67917,0.97285,1.6941,0.63773,1.1777,1.6764
577,0.36314,0.37969,1.9358,0.32701,0.46388,1.8534,0.29157,0.55897,1.7715,0.29757,0.48514,1.96,0.26224,0.66322,1.9403,0.25074,0.81603,1.98,0.35646,0.44261,1.7467,0.3841,0.55737,1.5679,0.49496,0.61851,1.6428,0.22873,0.66586,1.768,0.27958,0.88908,1.694,0.27982,1.1185,1.6928,0.27172,0.64219,1.6287,0.36556,0.83953,1.5591,0.37411,1.0659,1.5495,0.63411,0.45413,1.7864,0.67029,0.54611,1.7449,0.70699,0.64157,1.7042,0.70548,0.50794,1.6709,0.78345,0.59891,1.5885,0.80849,0.7402,1.5404,0.63511,0.58428,1.819,0.60315,0.64999,1.825,0.51982,0.61169,1.7061,0.76656,0.71216,1.6148,0.7252,0.92167,1.5478,0.68599,1.1232,1.4836,0.72067,0.76198,1.7119,0.67881,0.97536,1.6882,0.63859,1.1806,1.665
578,0.36733,0.377,1.9314,0.33119,0.46165,1.8483,0.29586,0.55657,1.7657,0.30194,0.48357,1.9551,0.26708,0.66186,1.9341,0.25611,0.81503,1.9726,0.36043,0.43973,1.7414,0.39059,0.56142,1.5626,0.49289,0.64505,1.6383,0.23684,0.6679,1.7593,0.27759,0.89519,1.6901,0.27771,1.1247,1.6895,0.27586,0.64019,1.6186,0.36928,0.83907,1.5548,0.37355,1.0671,1.55,0.63244,0.45126,1.7799,0.66833,0.54442,1.7413,0.70472,0.64062,1.7034,0.7046,0.5072,1.6682,0.78245,0.59897,1.5886,0.80706,0.74058,1.54,0.63206,0.58165,1.8143,0.59598,0.65907,1.847,0.52184,0.63805,1.7076,0.76475,0.71253,1.6176,0.72354,0.92116,1.544,0.6842,1.1218,1.4733,0.71738,0.76116,1.7133,0.68012,0.97535,1.679,0.64431,1.1813,1.6457
